Booking_ID,Listing_ID,Date_Booked,Check_In_Date,Check_Out_Date,Price_Per_Night,Number_of_Nights,Total_Booking_Cost,Room_Type,Neighborhood,Guest_Count,Host_ID,Cancellation_Policy,Booking_Status
2400,1153,6/19/2024,11/6/2024,11/12/2024,351.28,6,2150.95,Shared room,Uptown,6,5351,Strict,Confirmed
2401,1368,2/20/2025,4/16/2023,4/22/2023,74.58,6,470.78,Entire home/apt,Downtown,7,5119,Flexible,Cancelled
2402,1093,9/20/2023,9/14/2023,9/28/2023,302.79,14,4250.87,Entire home/apt,Midtown,7,5477,Moderate,Confirmed
2403,1435,6/18/2024,1/10/2025,1/13/2025,367.58,3,1121.76,Private room,Midtown,1,5243,Strict,Confirmed
2404,1131,6/14/2023,3/15/2023,3/20/2023,421.09,5,2127.37,Private room,Beachfront,1,5402,Flexible,Cancelled
2405,1306,3/6/2023,3/13/2023,3/16/2023,444.96,3,1384.17,Shared room,Beachfront,3,5202,Moderate,Confirmed
2406,1484,6/29/2024,10/3/2023,10/16/2023,352.8,13,4618.41,Entire home/apt,Midtown,6,5404,Flexible,Confirmed
2407,1046,12/21/2024,12/10/2024,12/11/2024,243.55,1,258.42,Shared room,Midtown,2,5182,Flexible,Cancelled
2408,1450,8/25/2023,6/24/2023,6/28/2023,58.38,4,252.73,Entire home/apt,Beachfront,7,5194,Strict,Cancelled
2409,1195,9/14/2023,2/19/2024,2/21/2024,315.52,2,670.69,Private room,Midtown,6,5327,Moderate,Confirmed
2410,1069,3/22/2024,9/28/2024,10/1/2024,58.41,3,202.3,Entire home/apt,Uptown,5,5306,Flexible,Cancelled
2411,1347,7/18/2024,3/24/2023,3/31/2023,165.68,7,1181.39,Entire home/apt,Uptown,1,5134,Moderate,Cancelled
2412,1432,9/7/2023,6/10/2024,6/20/2024,475.43,10,4784.64,Private room,Midtown,6,5355,Moderate,Confirmed
2413,1161,1/17/2023,9/28/2024,10/3/2024,377.66,5,1929.19,Private room,Uptown,7,5001,Flexible,Cancelled
2414,1153,3/25/2024,9/10/2023,9/22/2023,328.78,12,3990.55,Private room,Downtown,2,5307,Strict,Cancelled
2415,1250,10/10/2023,9/4/2024,9/5/2024,470,1,505.02,Private room,Suburbs,5,5314,Flexible,Cancelled
2416,1092,4/12/2024,10/27/2024,11/6/2024,297.72,10,2990.7,Shared room,Midtown,2,5143,Flexible,Confirmed
2417,1416,12/31/2024,9/18/2023,9/21/2023,423.15,3,1302.32,Entire home/apt,Midtown,4,5470,Strict,Cancelled
2418,1261,3/20/2024,12/14/2023,12/15/2023,116.48,1,143.86,Shared room,Downtown,4,5128,Strict,Cancelled
2419,1353,4/24/2023,7/22/2024,7/30/2024,227.52,8,1831.22,Shared room,Uptown,4,5342,Strict,Confirmed
2420,1366,3/7/2023,11/7/2023,11/21/2023,126.38,14,1785.35,Entire home/apt,Uptown,8,5418,Strict,Cancelled
2421,1423,11/19/2023,2/8/2025,2/19/2025,413.61,11,4578.39,Private room,Uptown,4,5071,Flexible,Confirmed
2422,1492,10/22/2023,8/14/2023,8/19/2023,56.33,5,309.41,Private room,Downtown,6,5416,Flexible,Confirmed
2423,1025,12/18/2024,10/29/2023,11/12/2023,316.34,14,4477.63,Shared room,Downtown,4,5496,Flexible,Confirmed
2424,1167,6/12/2024,6/20/2023,6/29/2023,253.95,9,2302.56,Private room,Uptown,6,5219,Flexible,Confirmed
2425,1388,12/23/2023,2/17/2025,2/21/2025,461.05,4,1866.19,Entire home/apt,Uptown,3,5153,Flexible,Cancelled
2426,1045,5/11/2024,4/2/2023,4/4/2023,307.35,2,663.39,Entire home/apt,Suburbs,6,5354,Moderate,Cancelled
2427,1011,2/20/2023,5/8/2024,5/15/2024,266.17,7,1891.61,Entire home/apt,Suburbs,6,5026,Strict,Confirmed
2428,1093,5/28/2024,5/30/2023,6/2/2023,192.01,3,599.14,Private room,Uptown,1,5372,Strict,Confirmed
2429,1175,1/11/2023,2/21/2024,3/2/2024,256.63,10,2595.03,Shared room,Midtown,7,5344,Strict,Confirmed
2430,1399,2/16/2025,1/19/2023,1/31/2023,90.54,12,1106.65,Entire home/apt,Beachfront,4,5376,Moderate,Confirmed
2431,1053,10/17/2024,10/7/2023,10/14/2023,153.73,7,1098.35,Shared room,Midtown,4,5039,Flexible,Confirmed
2432,1159,4/30/2023,7/15/2024,7/18/2024,397.15,3,1228.79,Shared room,Beachfront,8,5159,Moderate,Confirmed
2433,1032,12/7/2024,11/8/2023,11/18/2023,337.37,10,3408.9,Shared room,Suburbs,4,5214,Flexible,Confirmed
2434,1495,5/13/2024,6/6/2023,6/10/2023,312.94,4,1300.57,Entire home/apt,Beachfront,1,5201,Strict,Confirmed
2435,1040,9/17/2023,8/25/2024,8/31/2024,372.08,6,2265.15,Entire home/apt,Beachfront,5,5220,Moderate,Confirmed
2436,1492,1/23/2024,7/4/2023,7/18/2023,477.54,14,6695.61,Shared room,Uptown,8,5158,Strict,Confirmed
2437,1465,2/15/2025,2/11/2025,2/16/2025,337.46,5,1704.1,Private room,Uptown,6,5197,Moderate,Confirmed
2438,1452,2/9/2024,6/2/2023,6/11/2023,460.83,9,4162.81,Shared room,Uptown,7,5385,Flexible,Confirmed
2439,1384,4/19/2024,1/9/2024,1/13/2024,352.59,4,1441.04,Entire home/apt,Uptown,8,5158,Moderate,Confirmed
2440,1004,1/2/2025,12/17/2024,12/23/2024,160.78,6,1006.9,Entire home/apt,Suburbs,3,5459,Moderate,Confirmed
2441,1015,9/17/2024,1/28/2025,2/7/2025,267.22,10,2711.91,Private room,Beachfront,1,5460,Moderate,Cancelled
2442,1355,8/2/2023,7/25/2024,8/2/2024,473.27,8,3825.74,Shared room,Beachfront,8,5385,Flexible,Confirmed
2443,1146,9/24/2023,3/7/2023,3/15/2023,322.09,8,2616.18,Private room,Suburbs,2,5041,Flexible,Confirmed
2444,1486,2/22/2023,5/5/2023,5/6/2023,372.56,1,383.16,Private room,Downtown,1,5078,Moderate,Confirmed
2445,1469,4/8/2023,12/19/2024,12/29/2024,126.07,10,1295.73,Shared room,Downtown,3,5440,Strict,Confirmed
2446,1041,8/30/2024,10/6/2023,10/16/2023,105.57,10,1095.67,Private room,Uptown,3,5200,Strict,Cancelled
2447,1474,7/10/2024,11/29/2024,12/5/2024,384.21,6,2353.37,Shared room,Beachfront,3,5179,Moderate,Cancelled
2448,1411,10/13/2024,4/17/2023,4/27/2023,290.32,10,2936.17,Shared room,Uptown,5,5430,Flexible,Cancelled
2449,1041,2/21/2025,4/23/2024,5/4/2024,152.54,11,1696.74,Entire home/apt,Uptown,1,5095,Moderate,Confirmed
2450,1468,3/24/2024,10/8/2023,10/22/2023,368.58,14,5182.74,Shared room,Uptown,8,5219,Strict,Cancelled
2451,1434,12/27/2023,1/1/2024,1/8/2024,216.38,7,1553.28,Private room,Uptown,8,5469,Strict,Cancelled
2452,1437,4/21/2024,4/22/2023,4/23/2023,483.81,1,516.74,Shared room,Midtown,1,5378,Moderate,Confirmed
2453,1043,11/15/2023,5/17/2024,5/31/2024,374.63,14,5289.82,Private room,Uptown,7,5289,Moderate,Confirmed
2454,1139,8/1/2024,1/9/2023,1/18/2023,158.35,9,1443.18,Shared room,Uptown,4,5248,Moderate,Cancelled
2455,1371,4/24/2024,5/8/2024,5/16/2024,469.68,8,3771.92,Private room,Suburbs,7,5410,Flexible,Cancelled
2456,1021,10/2/2024,4/23/2024,4/28/2024,165.81,5,858.98,Shared room,Downtown,4,5328,Moderate,Confirmed
2457,1054,7/20/2023,6/18/2023,7/2/2023,473.88,14,6651.75,Entire home/apt,Downtown,2,5270,Flexible,Confirmed
2458,1040,1/21/2025,3/27/2023,4/3/2023,436.9,7,3090.06,Shared room,Uptown,6,5124,Strict,Cancelled
2459,1489,6/14/2024,12/5/2024,12/11/2024,368.18,6,2242.07,Private room,Beachfront,5,5063,Flexible,Confirmed
2460,1481,10/11/2023,4/10/2024,4/24/2024,169.42,14,2414.48,Entire home/apt,Midtown,7,5065,Moderate,Cancelled
2461,1411,2/1/2024,5/2/2023,5/14/2023,351.44,12,4265.33,Private room,Beachfront,2,5026,Strict,Cancelled
2462,1116,12/25/2023,5/27/2023,6/2/2023,344,6,2105.95,Entire home/apt,Beachfront,2,5241,Moderate,Confirmed
2463,1392,1/14/2025,9/4/2024,9/10/2024,294.99,6,1798.43,Private room,Downtown,8,5229,Strict,Confirmed
2464,1035,8/5/2023,3/12/2023,3/17/2023,300.48,5,1543.82,Entire home/apt,Uptown,2,5340,Strict,Confirmed
2465,1495,10/2/2024,7/7/2023,7/18/2023,54.12,11,628.53,Shared room,Beachfront,2,5477,Moderate,Confirmed
2466,1101,10/21/2023,5/30/2023,6/12/2023,325.96,13,4262.1,Shared room,Midtown,1,5367,Flexible,Confirmed
2467,1380,4/5/2024,10/31/2024,11/11/2024,436.88,11,4854.1,Entire home/apt,Downtown,6,5038,Strict,Cancelled
2468,1056,5/7/2023,3/5/2024,3/9/2024,231.84,4,962.94,Private room,Beachfront,1,5398,Strict,Confirmed
2469,1134,11/19/2024,7/3/2023,7/14/2023,61.42,11,708.78,Shared room,Beachfront,3,5256,Flexible,Confirmed
2470,1338,6/30/2024,1/6/2023,1/19/2023,344.2,13,4493.28,Shared room,Midtown,7,5433,Strict,Cancelled
2471,1248,12/7/2024,8/26/2024,8/30/2024,293.43,4,1217.32,Private room,Suburbs,3,5332,Flexible,Cancelled
2472,1414,7/10/2024,7/25/2023,8/2/2023,320.46,8,2590.98,Shared room,Downtown,3,5500,Strict,Confirmed
2473,1362,11/7/2023,4/28/2024,5/9/2024,471.64,11,5223.31,Entire home/apt,Beachfront,5,5342,Strict,Confirmed
2474,1396,9/9/2024,6/13/2024,6/16/2024,199.71,3,615.4,Shared room,Uptown,7,5025,Strict,Confirmed
2475,1358,1/18/2025,7/14/2023,7/22/2023,178.32,8,1462.02,Entire home/apt,Suburbs,3,5359,Moderate,Confirmed
2476,1376,4/21/2023,4/21/2023,4/26/2023,347.63,5,1773.06,Entire home/apt,Beachfront,2,5129,Strict,Cancelled
2477,1105,2/25/2024,3/10/2024,3/12/2024,233.28,2,510.91,Private room,Suburbs,8,5204,Strict,Cancelled
2478,1356,10/25/2023,2/1/2024,2/10/2024,382.83,9,3486.21,Entire home/apt,Midtown,5,5352,Moderate,Confirmed
2479,1136,7/2/2023,8/9/2024,8/16/2024,333.94,7,2381.99,Shared room,Uptown,1,5057,Moderate,Cancelled
2480,1098,8/14/2024,12/8/2024,12/18/2024,84.46,10,870.91,Private room,Suburbs,3,5354,Flexible,Cancelled
2481,1473,4/8/2023,2/15/2023,2/27/2023,333.43,12,4041.83,Shared room,Suburbs,1,5221,Moderate,Confirmed
2482,1032,4/8/2024,10/16/2024,10/17/2024,281.11,1,324.25,Entire home/apt,Downtown,2,5208,Flexible,Confirmed
2483,1124,1/3/2025,1/22/2025,1/24/2025,288.41,2,596.59,Private room,Midtown,8,5053,Flexible,Cancelled
2484,1172,3/23/2024,3/10/2024,3/11/2024,389.64,1,417.22,Entire home/apt,Uptown,5,5376,Moderate,Cancelled
2485,1327,12/17/2024,2/25/2023,3/3/2023,291.36,6,1771.81,Shared room,Beachfront,2,5234,Moderate,Confirmed
2486,1352,2/3/2025,2/7/2023,2/14/2023,359.55,7,2531.05,Private room,Midtown,5,5070,Flexible,Cancelled
2487,1058,2/9/2023,2/22/2023,2/25/2023,133.53,3,444.2,Private room,Uptown,6,5025,Moderate,Cancelled
2488,1093,1/30/2024,8/27/2023,9/5/2023,225.14,9,2041.06,Shared room,Downtown,8,5372,Flexible,Cancelled
2489,1481,6/13/2024,2/16/2023,2/26/2023,347.68,10,3498.4,Entire home/apt,Downtown,3,5317,Moderate,Cancelled
2490,1242,1/10/2024,6/7/2024,6/16/2024,65.74,9,638.7,Private room,Suburbs,4,5287,Strict,Confirmed
2491,1344,12/6/2023,10/27/2023,11/4/2023,200.12,8,1650.26,Private room,Downtown,5,5330,Strict,Confirmed
2492,1400,2/28/2024,9/4/2024,9/16/2024,435.79,12,5252.54,Entire home/apt,Beachfront,3,5429,Strict,Cancelled
2493,1002,10/15/2023,12/16/2023,12/25/2023,275.55,9,2506.61,Entire home/apt,Downtown,8,5295,Strict,Cancelled
2494,1082,9/22/2024,1/16/2025,1/23/2025,66.56,7,492.49,Shared room,Midtown,8,5471,Moderate,Cancelled
2495,1342,3/6/2023,9/19/2024,9/29/2024,373.2,10,3742.96,Entire home/apt,Downtown,8,5138,Strict,Cancelled
2496,1353,7/12/2024,11/2/2023,11/8/2023,165.16,6,1033.14,Shared room,Uptown,6,5191,Moderate,Confirmed
2497,1381,9/29/2023,3/14/2023,3/28/2023,413.34,14,5806.77,Entire home/apt,Downtown,7,5139,Moderate,Confirmed
2498,1273,4/12/2023,3/8/2023,3/18/2023,378.62,10,3815.1,Private room,Midtown,7,5283,Moderate,Cancelled
2499,1472,7/30/2023,2/20/2025,2/22/2025,155.14,2,353.42,Entire home/apt,Midtown,6,5491,Strict,Cancelled
2500,1190,5/12/2023,2/27/2023,3/2/2023,472.08,3,1443.45,Private room,Suburbs,4,5281,Moderate,Cancelled
2501,1233,11/21/2024,1/25/2024,2/4/2024,363.31,10,3665.31,Entire home/apt,Midtown,8,5240,Strict,Cancelled
2502,1092,2/12/2023,10/30/2023,11/6/2023,337.79,7,2385.06,Shared room,Downtown,2,5498,Flexible,Confirmed
2503,1055,10/21/2024,10/29/2024,11/3/2024,381.74,5,1941.15,Entire home/apt,Beachfront,8,5060,Flexible,Cancelled
2504,1104,5/13/2024,2/19/2025,2/23/2025,218.97,4,895.91,Entire home/apt,Downtown,8,5128,Moderate,Cancelled
2505,1095,5/27/2024,9/20/2024,9/25/2024,262.64,5,1350.36,Entire home/apt,Suburbs,7,5483,Strict,Confirmed
2506,1160,12/17/2024,6/15/2024,6/28/2024,226.92,13,2984.67,Shared room,Suburbs,5,5405,Moderate,Confirmed
2507,1365,12/30/2024,8/2/2023,8/8/2023,311.01,6,1900.74,Entire home/apt,Beachfront,8,5362,Flexible,Confirmed
2508,1009,5/30/2023,1/5/2024,1/19/2024,351.59,14,4946.37,Private room,Downtown,1,5454,Strict,Cancelled
2509,1469,3/17/2023,10/3/2023,10/6/2023,257.97,3,820.84,Private room,Midtown,1,5136,Moderate,Cancelled
2510,1462,8/23/2023,9/25/2024,10/7/2024,51.44,12,661.98,Private room,Downtown,5,5341,Strict,Confirmed
2511,1225,1/8/2025,5/12/2023,5/13/2023,245.95,1,259.35,Shared room,Downtown,2,5287,Strict,Cancelled
2512,1189,1/8/2023,8/12/2023,8/21/2023,59.85,9,580.03,Entire home/apt,Uptown,2,5218,Flexible,Cancelled
2513,1481,3/15/2023,8/23/2023,8/27/2023,292.31,4,1198.06,Private room,Midtown,1,5257,Moderate,Confirmed
2514,1302,4/5/2023,2/15/2025,2/17/2025,312.32,2,644.73,Shared room,Uptown,7,5164,Flexible,Cancelled
2515,1125,3/1/2024,12/6/2023,12/18/2023,470.74,12,5671.55,Private room,Suburbs,7,5386,Moderate,Cancelled
2516,1259,3/7/2024,10/21/2024,10/29/2024,447.21,8,3603.11,Shared room,Midtown,7,5188,Strict,Confirmed
2517,1058,10/19/2024,1/6/2025,1/19/2025,147.71,13,1957.03,Shared room,Midtown,1,5301,Strict,Cancelled
2518,1500,11/10/2023,10/15/2024,10/23/2024,287.61,8,2320.05,Entire home/apt,Uptown,7,5177,Moderate,Cancelled
2519,1210,8/2/2023,2/11/2023,2/22/2023,211.99,11,2351.07,Shared room,Uptown,5,5385,Strict,Confirmed
2520,1345,12/16/2023,6/14/2024,6/22/2024,118.32,8,972.47,Shared room,Beachfront,8,5134,Flexible,Cancelled
2521,1318,3/10/2023,8/16/2024,8/24/2024,346.21,8,2794.49,Private room,Downtown,5,5491,Strict,Cancelled
2522,1366,3/1/2024,2/20/2023,2/25/2023,112.6,5,589.68,Private room,Downtown,7,5062,Strict,Cancelled
2523,1364,4/22/2023,4/23/2024,5/2/2024,288.99,9,2628.6,Private room,Beachfront,1,5417,Strict,Confirmed
2524,1392,9/8/2024,7/2/2024,7/9/2024,475.69,7,3346.71,Entire home/apt,Downtown,4,5291,Strict,Confirmed
2525,1148,8/24/2024,5/20/2023,5/30/2023,141.2,10,1434.64,Private room,Midtown,3,5394,Flexible,Confirmed
2526,1221,8/4/2023,4/8/2023,4/10/2023,327.75,2,702.36,Private room,Midtown,6,5204,Moderate,Confirmed
2527,1050,8/10/2024,5/25/2023,5/30/2023,284.42,5,1455.07,Entire home/apt,Midtown,5,5287,Flexible,Cancelled
2528,1014,7/30/2024,5/17/2024,5/29/2024,101.5,12,1235.17,Shared room,Downtown,6,5283,Strict,Cancelled
2529,1229,6/1/2024,2/1/2025,2/15/2025,413.25,14,5821.1,Shared room,Downtown,7,5098,Moderate,Cancelled
2530,1183,3/28/2023,4/22/2024,4/24/2024,436.07,2,906.11,Shared room,Suburbs,2,5489,Flexible,Cancelled
2531,1055,6/10/2024,11/5/2023,11/12/2023,324.54,7,2283.64,Private room,Midtown,6,5320,Strict,Cancelled
2532,1321,1/4/2024,12/17/2024,12/24/2024,476.69,7,3354.81,Entire home/apt,Downtown,2,5091,Flexible,Confirmed
2533,1055,11/23/2023,12/18/2023,12/26/2023,347.96,8,2823.91,Private room,Uptown,6,5453,Strict,Confirmed
2534,1193,11/13/2024,7/23/2023,8/5/2023,337.73,13,4437.17,Entire home/apt,Suburbs,4,5305,Moderate,Confirmed
2535,1027,12/7/2023,9/2/2023,9/4/2023,329.62,2,671.8,Entire home/apt,Beachfront,4,5465,Flexible,Confirmed
2536,1350,12/1/2024,4/17/2023,4/30/2023,123.68,13,1653.28,Entire home/apt,Downtown,8,5493,Flexible,Cancelled
2537,1038,11/10/2023,9/5/2023,9/9/2023,129.43,4,559.03,Entire home/apt,Suburbs,8,5340,Strict,Cancelled
2538,1252,12/27/2024,10/15/2024,10/23/2024,458.97,8,3694.52,Entire home/apt,Downtown,1,5186,Flexible,Cancelled
2539,1043,5/24/2024,2/11/2023,2/17/2023,338.58,6,2056.94,Entire home/apt,Suburbs,1,5330,Moderate,Cancelled
2540,1324,9/11/2024,10/1/2023,10/6/2023,394.54,5,2000.67,Private room,Suburbs,5,5342,Strict,Confirmed
2541,1181,8/31/2024,4/10/2023,4/17/2023,470.99,7,3346.54,Shared room,Suburbs,5,5487,Strict,Confirmed
2542,1081,7/14/2024,8/12/2023,8/23/2023,160.29,11,1811.34,Entire home/apt,Uptown,2,5063,Strict,Cancelled
2543,1088,7/30/2024,5/8/2023,5/12/2023,436.26,4,1791.63,Shared room,Beachfront,7,5112,Flexible,Confirmed
2544,1117,5/17/2023,3/17/2023,3/30/2023,292.88,13,3841.5,Entire home/apt,Downtown,5,5315,Strict,Confirmed
2545,1361,5/20/2023,7/26/2023,8/7/2023,79.12,12,969.09,Private room,Beachfront,3,5101,Moderate,Cancelled
2546,1304,7/14/2023,7/1/2024,7/9/2024,115.81,8,947.04,Shared room,Beachfront,6,5236,Moderate,Confirmed
2547,1044,12/31/2024,1/20/2025,1/30/2025,273.13,10,2778.66,Shared room,Suburbs,7,5033,Moderate,Confirmed
2548,1054,1/11/2023,11/12/2023,11/21/2023,171.84,9,1577.1,Shared room,Suburbs,7,5412,Flexible,Cancelled
2549,1054,10/19/2024,4/25/2024,4/30/2024,351.47,5,1790.9,Shared room,Midtown,4,5475,Moderate,Cancelled
2550,1477,12/18/2024,10/7/2023,10/18/2023,91.14,11,1049.24,Private room,Beachfront,3,5238,Flexible,Confirmed
2551,1226,11/8/2023,7/8/2023,7/17/2023,488.82,9,4435.62,Entire home/apt,Downtown,1,5129,Flexible,Confirmed
2552,1357,8/14/2024,7/18/2024,7/27/2024,88.72,9,836.23,Private room,Midtown,6,5153,Strict,Cancelled
2553,1056,5/4/2024,3/28/2024,4/5/2024,174.77,8,1439.76,Shared room,Beachfront,4,5177,Flexible,Cancelled
2554,1376,3/26/2024,2/22/2023,3/7/2023,447.71,13,5834.91,Shared room,Beachfront,3,5234,Flexible,Cancelled
2555,1195,2/12/2025,8/9/2024,8/10/2024,98,1,127.04,Entire home/apt,Suburbs,1,5415,Strict,Cancelled
2556,1065,6/7/2024,5/16/2024,5/17/2024,357.52,1,375.54,Private room,Downtown,5,5082,Moderate,Confirmed
2557,1431,7/8/2024,3/9/2024,3/16/2024,408.51,7,2899.84,Entire home/apt,Downtown,7,5254,Strict,Cancelled
2558,1377,8/15/2024,9/29/2024,10/8/2024,333.88,9,3032.93,Private room,Midtown,1,5349,Strict,Cancelled
2559,1346,10/1/2024,11/24/2024,12/6/2024,231.83,12,2814.83,Shared room,Beachfront,1,5254,Flexible,Cancelled
2560,1004,3/27/2023,1/2/2025,1/3/2025,412.25,1,454.73,Private room,Downtown,8,5019,Moderate,Cancelled
2561,1348,4/4/2024,11/15/2024,11/29/2024,113.28,14,1605.54,Private room,Downtown,6,5120,Strict,Confirmed
2562,1313,4/18/2024,7/25/2023,8/8/2023,176.8,14,2516.93,Entire home/apt,Uptown,7,5260,Strict,Cancelled
2563,1405,6/5/2024,8/30/2023,9/3/2023,149.05,4,640.51,Private room,Uptown,5,5070,Strict,Cancelled
2564,1435,6/18/2024,4/17/2024,5/1/2024,485.53,14,6833.18,Entire home/apt,Uptown,3,5241,Flexible,Cancelled
2565,1414,12/29/2023,7/9/2023,7/21/2023,272.68,12,3316.37,Shared room,Suburbs,7,5205,Flexible,Confirmed
2566,1405,7/16/2023,8/2/2024,8/6/2024,325.88,4,1329.78,Private room,Suburbs,7,5037,Strict,Cancelled
2567,1141,2/5/2025,10/23/2024,10/28/2024,421.84,5,2123.74,Private room,Downtown,3,5062,Strict,Confirmed
2568,1405,9/12/2024,8/23/2024,9/2/2024,316.45,10,3184.91,Private room,Uptown,3,5498,Moderate,Confirmed
2569,1176,12/21/2023,4/20/2023,5/2/2023,130.21,12,1606.96,Private room,Midtown,7,5266,Strict,Cancelled
2570,1427,7/18/2023,4/9/2024,4/14/2024,412.5,5,2084.31,Shared room,Midtown,4,5197,Flexible,Confirmed
2571,1131,3/28/2024,12/12/2023,12/14/2023,75.59,2,166.14,Private room,Suburbs,6,5034,Strict,Cancelled
2572,1150,7/31/2024,4/4/2023,4/18/2023,427.68,14,6015.6,Private room,Uptown,2,5040,Moderate,Confirmed
2573,1028,12/28/2023,7/5/2023,7/18/2023,199.34,13,2627.27,Shared room,Downtown,8,5240,Strict,Cancelled
2574,1087,1/25/2023,12/14/2023,12/28/2023,380.56,14,5365.13,Entire home/apt,Beachfront,8,5204,Strict,Confirmed
2575,1459,11/9/2024,12/31/2023,1/11/2024,265.36,11,2953.72,Shared room,Uptown,2,5181,Moderate,Cancelled
2576,1376,11/6/2024,9/6/2024,9/19/2024,360.3,13,4714.98,Shared room,Suburbs,6,5195,Strict,Confirmed
2577,1101,2/27/2024,2/17/2023,2/26/2023,224.4,9,2065.62,Entire home/apt,Uptown,8,5083,Flexible,Cancelled
2578,1180,6/4/2024,7/1/2024,7/9/2024,226.04,8,1836.78,Shared room,Suburbs,3,5016,Strict,Confirmed
2579,1129,6/12/2024,9/5/2024,9/14/2024,66.49,9,626.45,Shared room,Downtown,8,5312,Moderate,Cancelled
2580,1462,1/2/2025,9/21/2023,9/25/2023,136.52,4,578.81,Entire home/apt,Beachfront,5,5344,Flexible,Cancelled
2581,1479,10/21/2024,2/29/2024,3/5/2024,167.51,5,864.63,Shared room,Midtown,7,5277,Strict,Confirmed
2582,1118,1/8/2023,2/2/2025,2/15/2025,217.52,13,2842.87,Entire home/apt,Midtown,3,5068,Strict,Confirmed
2583,1269,3/6/2023,5/20/2023,5/27/2023,411.37,7,2928.36,Private room,Uptown,5,5276,Flexible,Cancelled
2584,1058,8/2/2023,6/24/2023,7/7/2023,209.33,13,2759.92,Private room,Suburbs,5,5379,Flexible,Confirmed
2585,1400,9/23/2023,2/22/2025,3/7/2025,475,13,6204.41,Private room,Beachfront,2,5461,Moderate,Cancelled
2586,1081,8/21/2024,2/16/2024,2/18/2024,281.21,2,578.63,Private room,Uptown,2,5401,Moderate,Confirmed
2587,1093,1/3/2024,7/21/2023,7/27/2023,98.48,6,622.44,Entire home/apt,Beachfront,2,5085,Moderate,Confirmed
2588,1037,3/23/2024,6/12/2024,6/18/2024,456.14,6,2752.15,Entire home/apt,Suburbs,5,5198,Moderate,Confirmed
2589,1019,11/22/2023,8/1/2024,8/4/2024,481.9,3,1481.43,Entire home/apt,Suburbs,1,5092,Strict,Cancelled
2590,1020,12/30/2023,1/26/2025,1/27/2025,164.88,1,200.6,Shared room,Beachfront,2,5170,Moderate,Cancelled
2591,1373,4/5/2024,6/2/2024,6/14/2024,459.62,12,5548.55,Shared room,Suburbs,8,5202,Moderate,Cancelled
2592,1277,5/27/2024,1/29/2025,2/3/2025,207.29,5,1062.66,Entire home/apt,Midtown,5,5394,Flexible,Cancelled
2593,1454,7/16/2023,12/16/2024,12/26/2024,246.71,10,2504.36,Shared room,Uptown,6,5005,Flexible,Confirmed
2594,1480,6/17/2023,8/28/2023,9/11/2023,57.78,14,843.19,Entire home/apt,Uptown,7,5059,Strict,Cancelled
2595,1487,8/22/2023,1/8/2023,1/10/2023,251.76,2,522.71,Private room,Beachfront,3,5295,Flexible,Confirmed
2596,1398,2/23/2024,2/28/2023,3/2/2023,67.5,2,148.84,Shared room,Beachfront,3,5360,Flexible,Cancelled
2597,1103,8/31/2023,1/4/2024,1/10/2024,128.5,6,805.88,Entire home/apt,Uptown,2,5047,Flexible,Confirmed
2598,1299,9/25/2023,6/14/2023,6/24/2023,76.31,10,776.37,Private room,Downtown,1,5147,Flexible,Confirmed
2599,1379,8/22/2023,9/29/2024,10/7/2024,301.68,8,2442.48,Private room,Downtown,6,5241,Strict,Confirmed
2600,1467,4/23/2024,12/2/2024,12/6/2024,436.67,4,1757.05,Private room,Downtown,4,5494,Flexible,Cancelled
2601,1126,3/24/2024,12/30/2024,1/10/2025,269.12,11,2983.65,Entire home/apt,Suburbs,3,5398,Moderate,Cancelled
2602,1385,9/26/2023,2/8/2025,2/13/2025,420.8,5,2131.78,Entire home/apt,Midtown,1,5021,Flexible,Confirmed
2603,1305,9/10/2024,6/7/2023,6/18/2023,163.91,11,1839.61,Private room,Uptown,8,5238,Strict,Cancelled
2604,1185,1/14/2024,5/18/2023,5/24/2023,272.54,6,1656.17,Entire home/apt,Beachfront,4,5085,Flexible,Confirmed
2605,1248,5/31/2024,4/20/2024,4/21/2024,207.12,1,251.85,Private room,Beachfront,5,5248,Moderate,Cancelled
2606,1330,5/21/2023,5/31/2023,6/13/2023,462.59,13,6053.44,Private room,Suburbs,2,5270,Strict,Cancelled
2607,1078,2/15/2025,3/19/2024,3/21/2024,170.67,2,388.86,Shared room,Suburbs,6,5066,Moderate,Confirmed
2608,1424,2/8/2024,6/16/2024,6/27/2024,403.42,11,4457.76,Shared room,Beachfront,2,5424,Flexible,Cancelled
2609,1391,1/16/2023,4/4/2023,4/16/2023,60.62,12,764.29,Entire home/apt,Suburbs,6,5009,Strict,Confirmed
2610,1080,10/31/2023,4/25/2024,4/28/2024,108.41,3,337.37,Shared room,Downtown,5,5222,Flexible,Confirmed
2611,1051,12/2/2023,3/26/2024,4/3/2024,491.12,8,3944.6,Shared room,Suburbs,7,5263,Flexible,Confirmed
2612,1259,11/7/2023,2/19/2025,2/26/2025,58.08,7,422.94,Shared room,Suburbs,7,5393,Flexible,Confirmed
2613,1014,10/9/2023,7/16/2024,7/25/2024,142.8,9,1312.19,Entire home/apt,Uptown,5,5291,Moderate,Cancelled
2614,1333,7/6/2023,5/24/2024,5/31/2024,298.18,7,2119.26,Private room,Midtown,3,5500,Moderate,Confirmed
